WORD,UK PRONUNCIATION,US PRONUNCIATION,URL,TRANSLATE
confuse,[kənˈfjuːz],[kənˈfjuːz],https://dict.youdao.com/w/eng/confuse/#keyfrom=dict2,v.混淆，弄糊涂，搅乱
confusion,[kənˈfjuːʒn],[kənˈfjuːʒn],https://dict.youdao.com/w/eng/confusion/#keyfrom=dict2,n.混乱，糊涂
congestion,[kənˈdʒestʃən],[kənˈdʒestʃən],https://dict.youdao.com/w/eng/congestion/#keyfrom=dict2,n.阻塞，消化不良
congratulate,[kənˈɡrætʃəleɪt],[kənˈɡrætʃəleɪt],https://dict.youdao.com/w/eng/congratulate/#keyfrom=dict2,v.祝贺
congratulation,[kənˌɡrætʃuˈleɪʃn],[kənˌɡrætʃuˈleɪʃn],https://dict.youdao.com/w/eng/congratulation/#keyfrom=dict2,n.祝贺，贺辞
congress,[ˈkɒŋɡres],[ˈkɑːŋɡrəs],https://dict.youdao.com/w/eng/congress/#keyfrom=dict2,n.(代表)大会，国会
congressman,[ˈkɒŋɡrəsmən],[ˈkɑːŋɡrəsmən],https://dict.youdao.com/w/eng/congressman/#keyfrom=dict2,n.国会议员
conjunction,[kənˈdʒʌŋkʃn],[kənˈdʒʌŋkʃn],https://dict.youdao.com/w/eng/conjunction/#keyfrom=dict2,n.连词，联结
connect,[kəˈnekt],[kəˈnekt],https://dict.youdao.com/w/eng/connect/#keyfrom=dict2,v.连接，联想
connection,[kəˈnekʃn],[kəˈnekʃn],https://dict.youdao.com/w/eng/connection/#keyfrom=dict2,n.联系，社会关系
conquer,[ˈkɒŋkə(r)],[ˈkɑːŋkər],https://dict.youdao.com/w/eng/conquer/#keyfrom=dict2,v.征服，战胜
conqueror,[ˈkɒŋkərə(r)],[ˈkɑːŋkərər],https://dict.youdao.com/w/eng/conqueror/#keyfrom=dict2,n.征服者，胜利者
conquest,[ˈkɒŋkwest],[ˈkɑːŋkwest],https://dict.youdao.com/w/eng/conquest/#keyfrom=dict2,n.征服
conscience,[ˈkɒnʃəns],[ˈkɑːnʃəns],https://dict.youdao.com/w/eng/conscience/#keyfrom=dict2,n.良心，良知
conscientious,[ˌkɒnʃiˈenʃəs],[ˌkɑːnʃiˈenʃəs],https://dict.youdao.com/w/eng/conscientious/#keyfrom=dict2,adj.有良心的
conscientiously,[ˌkɒnʃiˈenʃəsli],[ˌkɑːnʃiˈenʃəsli],https://dict.youdao.com/w/eng/conscientiously/#keyfrom=dict2,adv.认真地
conscious,[ˈkɒnʃəs],[ˈkɑːnʃəs],https://dict.youdao.com/w/eng/conscious/#keyfrom=dict2,adj.意识到的，自觉的
consciousness,[ˈkɒnʃəsnəs],[ˈkɑːnʃəsnəs],https://dict.youdao.com/w/eng/consciousness/#keyfrom=dict2,n.知觉，意识
consecutive,[kənˈsekjətɪv],[kənˈsekjətɪv],https://dict.youdao.com/w/eng/consecutive/#keyfrom=dict2,adj.连续的，连贯的
consent,[kənˈsent],[kənˈsent],https://dict.youdao.com/w/eng/consent/#keyfrom=dict2,v. & n.同意，允许
consequence,[ˈkɒnsɪkwəns],[ˈkɑːnsɪkwens],https://dict.youdao.com/w/eng/consequence/#keyfrom=dict2,n.后果，重要性
consequently,[ˈkɒnsɪkwəntli],[ˈkɑːnsɪkwentli],https://dict.youdao.com/w/eng/consequently/#keyfrom=dict2,adv.因而，所以
conservation,[ˌkɒnsəˈveɪʃ(ə)n],[ˌkɑːnsərˈveɪʃn],https://dict.youdao.com/w/eng/conservation/#keyfrom=dict2,n.保护，保存
conservative,[kənˈsɜːvətɪv],[kənˈsɜːrvətɪv],https://dict.youdao.com/w/eng/conservative/#keyfrom=dict2,adj.保守的，稳健的
consider,[kənˈsɪdə(r)],[kənˈsɪdər],https://dict.youdao.com/w/eng/consider/#keyfrom=dict2,v.考虑，以为，体谅
considerable,[kənˈsɪdərəb(ə)l],[kənˈsɪdərəbl],https://dict.youdao.com/w/eng/considerable/#keyfrom=dict2,adj.相当的，可观的
considerably,[kənˈsɪdərəbli],[kənˈsɪdərəbli],https://dict.youdao.com/w/eng/considerably/#keyfrom=dict2,adv.相当
considerate,[kənˈsɪdərət],[kənˈsɪdərət],https://dict.youdao.com/w/eng/considerate/#keyfrom=dict2,adj.考虑周全的
consideration,[kənˌsɪdəˈreɪʃn],[kənˌsɪdəˈreɪʃn],https://dict.youdao.com/w/eng/consideration/#keyfrom=dict2,n.考虑，照顾
consign,[kənˈsaɪn],[kənˈsaɪn],https://dict.youdao.com/w/eng/consign/#keyfrom=dict2,v.委托，托运货物
consignment,[kənˈsaɪnmənt],[kənˈsaɪnmənt],https://dict.youdao.com/w/eng/consignment/#keyfrom=dict2,n.委托，货物
consist,[kənˈsɪst],[kənˈsɪst],https://dict.youdao.com/w/eng/consist/#keyfrom=dict2,v.由组成
consistency,[kənˈsɪstənsi],[kənˈsɪstənsi],https://dict.youdao.com/w/eng/consistency/#keyfrom=dict2,n.一致(性)
consistent,[kənˈsɪstənt],[kənˈsɪstənt],https://dict.youdao.com/w/eng/consistent/#keyfrom=dict2,adj.始终如一的，符合
console,[kənˈsəʊl; ˈkɒnsəʊl],[ˈkɑːnsoʊl; kənˈsoʊl],https://dict.youdao.com/w/eng/console/#keyfrom=dict2,v.安慰
consolidate,[kənˈsɒlɪdeɪt],[kənˈsɑːlɪdeɪt],https://dict.youdao.com/w/eng/consolidate/#keyfrom=dict2,v.团结
consolidated,[kənˈsɒlɪdeɪtɪd],[kənˈsɑːlɪdeɪtɪd],https://dict.youdao.com/w/eng/consolidated/#keyfrom=dict2,adj.加固的，统一的
consolidation,[kənˌsɒlɪˈdeɪʃ(ə)n],[kənˌsɑːlɪˈdeɪʃn],https://dict.youdao.com/w/eng/consolidation/#keyfrom=dict2,n.团结
consonant,[ˈkɒnsənənt],[ˈkɑːnsənənt],https://dict.youdao.com/w/eng/consonant/#keyfrom=dict2,adj.响亮的
conspicuous,[kənˈspɪkjuəs],[kənˈspɪkjuəs],https://dict.youdao.com/w/eng/conspicuous/#keyfrom=dict2,adj.显眼的，出众的
conspiracy,[kənˈspɪrəsi],[kənˈspɪrəsi],https://dict.youdao.com/w/eng/conspiracy/#keyfrom=dict2,n.阴谋
constable,[ˈkʌnstəbl],[ˈkɑːnstəbl],https://dict.youdao.com/w/eng/constable/#keyfrom=dict2,adv.警官
constant,[ˈkɒnstənt],[ˈkɑːnstənt],https://dict.youdao.com/w/eng/constant/#keyfrom=dict2,adj.不变的，恒定的
constantly,[ˈkɒnstəntli],[ˈkɑːnstəntli],https://dict.youdao.com/w/eng/constantly/#keyfrom=dict2,adv.经常地
constituent,[kənˈstɪtʃuənt],[kənˈstɪtʃuənt],https://dict.youdao.com/w/eng/constituent/#keyfrom=dict2,adj.组成的 n.成分
constitute,[ˈkɒnstɪtjuːt],[ˈkɑːnstɪtuːt],https://dict.youdao.com/w/eng/constitute/#keyfrom=dict2,v.组成，构成，设立
constitution,[ˌkɒnstɪˈtjuːʃ(ə)n],[ˌkɑːnstɪˈtuːʃn],https://dict.youdao.com/w/eng/constitution/#keyfrom=dict2,n.宪法，章程
constitutive,[kənˈstɪtjutɪv; ˈkɒnstɪtjuːtɪv],[ˈkɑːnstɪtuːtɪv],https://dict.youdao.com/w/eng/constitutive/#keyfrom=dict2,adj.宪法的，章程的
constraint,[kənˈstreɪnt],[kənˈstreɪnt],https://dict.youdao.com/w/eng/constraint/#keyfrom=dict2,n.强制，拘束
construct,[kənˈstrʌkt],[kənˈstrʌkt],https://dict.youdao.com/w/eng/construct/#keyfrom=dict2,v.建设，建立
construction,[kənˈstrʌkʃn],[kənˈstrʌkʃn],https://dict.youdao.com/w/eng/construction/#keyfrom=dict2,n.建设，建筑
construe,[kənˈstruː],[kənˈstruː],https://dict.youdao.com/w/eng/construe/#keyfrom=dict2,v.翻译，解释
consul,[ˈkɒns(ə)l],[ˈkɑːnsl],https://dict.youdao.com/w/eng/consul/#keyfrom=dict2,n.领事
consulate,[ˈkɒnsjələt],[ˈkɑːnsələt],https://dict.youdao.com/w/eng/consulate/#keyfrom=dict2,n.领事馆
consult,[kənˈsʌlt],[kənˈsʌlt],https://dict.youdao.com/w/eng/consult/#keyfrom=dict2,v.咨询，磋商
consultant,[kənˈsʌltənt],[kənˈsʌltənt],https://dict.youdao.com/w/eng/consultant/#keyfrom=dict2,n.咨询顾问(公司)
consultation,[ˌkɒns(ə)lˈteɪʃ(ə)n],[ˌkɑːnslˈteɪʃn],https://dict.youdao.com/w/eng/consultation/#keyfrom=dict2,n.咨询
consume,[kənˈsjuːm],[kənˈsuːm],https://dict.youdao.com/w/eng/consume/#keyfrom=dict2,v.消费，消耗
consumer,[kənˈsjuːmə(r)],[kənˈsuːmər],https://dict.youdao.com/w/eng/consumer/#keyfrom=dict2,n.消费者，用户
consumption,[kənˈsʌmpʃn],[kənˈsʌmpʃn],https://dict.youdao.com/w/eng/consumption/#keyfrom=dict2,n.消费，消耗量
contact,[ˈkɒntækt],[ˈkɑːntækt],https://dict.youdao.com/w/eng/contact/#keyfrom=dict2,n. & v.接触，联系
contain,[kənˈteɪn],[kənˈteɪn],https://dict.youdao.com/w/eng/contain/#keyfrom=dict2,v.含有，容纳，抑制
container,[kənˈteɪnə(r)],[kənˈteɪnər],https://dict.youdao.com/w/eng/container/#keyfrom=dict2,n.容器，集装箱
contemplate,[ˈkɒntəmpleɪt],[ˈkɑːntəmpleɪt],https://dict.youdao.com/w/eng/contemplate/#keyfrom=dict2,v.沉思
contemplation,[ˌkɒntəmˈpleɪʃ(ə)n],[ˌkɑːntəmˈpleɪʃn],https://dict.youdao.com/w/eng/contemplation/#keyfrom=dict2,n.苦思冥想
contemporarian,,,https://dict.youdao.com/w/eng/contemporarian/#keyfrom=dict2,n.同时代人
contemporary,[kənˈtemprəri],[kənˈtempəreri],https://dict.youdao.com/w/eng/contemporary/#keyfrom=dict2,adj.当代的，同时代的
contempt,[kənˈtempt],[kənˈtempt],https://dict.youdao.com/w/eng/contempt/#keyfrom=dict2,n.轻视，蔑视
contemptuous,[kənˈtemptʃuəs],[kənˈtemptʃuəs],https://dict.youdao.com/w/eng/contemptuous/#keyfrom=dict2,adj.轻视的
content,[ˈkɒntent ],[ˈkɑːntent],https://dict.youdao.com/w/eng/content/#keyfrom=dict2,n.含量，内容 v.满足
contest,[ˈkɒntest],[ˈkɑːntest],https://dict.youdao.com/w/eng/contest/#keyfrom=dict2,n. & v.争夺，比赛
contestant,[kənˈtestənt],[kənˈtestənt],https://dict.youdao.com/w/eng/contestant/#keyfrom=dict2,n.参赛人
context,[ˈkɒntekst],[ˈkɑːntekst],https://dict.youdao.com/w/eng/context/#keyfrom=dict2,n.上下文，语境，环境
contextual,[kənˈtekstʃuəl],[kənˈtekstʃuəl],https://dict.youdao.com/w/eng/contextual/#keyfrom=dict2,adj.上下文的，环境的
continent,[ˈkɒntɪnənt],[ˈkɑːntɪnənt],https://dict.youdao.com/w/eng/continent/#keyfrom=dict2,adj.节制的 n.大陆
continental,[ˌkɒntɪˈnent(ə)l],[ˌkɑːntɪˈnentl],https://dict.youdao.com/w/eng/continental/#keyfrom=dict2,adj.大陆的
contingency,[kənˈtɪndʒənsi],[kənˈtɪndʒənsi],https://dict.youdao.com/w/eng/contingency/#keyfrom=dict2,n.事故，意外
continual,[kənˈtɪnjuəl],[kənˈtɪnjuəl],https://dict.youdao.com/w/eng/continual/#keyfrom=dict2,adj.连续的，频繁的
continuance,[kənˈtɪnjuəns],[kənˈtɪnjuəns],https://dict.youdao.com/w/eng/continuance/#keyfrom=dict2,n.连续
continue,[kənˈtɪnjuː],[kənˈtɪnjuː],https://dict.youdao.com/w/eng/continue/#keyfrom=dict2,v.继续，连续，依旧
continuous,[kənˈtɪnjuəs],[kənˈtɪnjuəs],https://dict.youdao.com/w/eng/continuous/#keyfrom=dict2,adj.持续的，不断的
continuously,[kənˈtɪnjuəsli],[kənˈtɪnjuəsli],https://dict.youdao.com/w/eng/continuously/#keyfrom=dict2,adv.连续不断地
contract,[ˈkɒntrækt; kənˈtrækt],[ˈkɑːntrækt; kənˈtrækt],https://dict.youdao.com/w/eng/contract/#keyfrom=dict2,n.契约，合同 v.订
contracted,[kənˈtræktɪd],[kənˈtræktɪd],https://dict.youdao.com/w/eng/contracted/#keyfrom=dict2,adj.合同所规定的
contractual,[kənˈtræktʃuəl],[kənˈtræktʃuəl],https://dict.youdao.com/w/eng/contractual/#keyfrom=dict2,adj.合同的，契约的
contradict,[ˌkɒntrəˈdɪkt],[ˌkɑːntrəˈdɪkt],https://dict.youdao.com/w/eng/contradict/#keyfrom=dict2,v.反驳，与矛盾
contradiction,[ˌkɒntrəˈdɪkʃn],[ˌkɑːntrəˈdɪkʃn],https://dict.youdao.com/w/eng/contradiction/#keyfrom=dict2,n.矛盾，反驳
contrary,[ˈkɒntrəri],[ˈkɑːntreri],https://dict.youdao.com/w/eng/contrary/#keyfrom=dict2,adj.相反的 n.反面
contrast,[ˈkɒntrɑːst],[ˈkɑːntræst],https://dict.youdao.com/w/eng/contrast/#keyfrom=dict2,n. & v.对照，对比
contribute,[kənˈtrɪbjuːt],[kənˈtrɪbjuːt],https://dict.youdao.com/w/eng/contribute/#keyfrom=dict2,v.捐献，贡献，投稿
contribution,[ˌkɒntrɪˈbjuːʃ(ə)n],[ˌkɑːntrɪˈbjuːʃn],https://dict.youdao.com/w/eng/contribution/#keyfrom=dict2,n.贡献，捐献物
control,[kənˈtrəʊl],[kənˈtroʊl],https://dict.youdao.com/w/eng/control/#keyfrom=dict2,v. & n.控制，管理
controversial,[ˌkɒntrəˈvɜːʃ(ə)l],[ˌkɑːntrəˈvɜːrʃ(ə)l],https://dict.youdao.com/w/eng/controversial/#keyfrom=dict2,adj.有争议的
controversy,[ˈkɒntrəvɜːsi],[ˈkɑːntrəvɜːrsi],https://dict.youdao.com/w/eng/controversy/#keyfrom=dict2,n.论战，论争
convenience,[kənˈviːniəns],[kənˈviːniəns],https://dict.youdao.com/w/eng/convenience/#keyfrom=dict2,n.方便，便利
convenient,[kənˈviːniənt],[kənˈviːniənt],https://dict.youdao.com/w/eng/convenient/#keyfrom=dict2,adj.便利的，方便的
convention,[kənˈvenʃn],[kənˈvenʃn],https://dict.youdao.com/w/eng/convention/#keyfrom=dict2,n.大会，协定，惯例
conventional,[kənˈvenʃən(ə)l],[kənˈvenʃənl],https://dict.youdao.com/w/eng/conventional/#keyfrom=dict2,adj.传统的，常规的
conversant,[kənˈvɜːs(ə)nt],[kənˈvɜːrsnt],https://dict.youdao.com/w/eng/conversant/#keyfrom=dict2,adj.精通的，有交情的
conversation,[ˌkɒnvəˈseɪʃ(ə)n],[ˌkɑːnvərˈseɪʃn],https://dict.youdao.com/w/eng/conversation/#keyfrom=dict2,n.会话，谈话
converse,[kənˈvɜːs],[kənˈvɜːrs],https://dict.youdao.com/w/eng/converse/#keyfrom=dict2,v.谈话，对话，交往
conversely,[ˈkɒnvɜːsli],[ˈkɑːnvɜːrsli],https://dict.youdao.com/w/eng/conversely/#keyfrom=dict2,adv.相反地
conversion,[kənˈvɜːʃn],[kənˈvɜːrʒn],https://dict.youdao.com/w/eng/conversion/#keyfrom=dict2,n.转变，转化，换算
convert,[kənˈvɜːt],[kənˈvɜːrt],https://dict.youdao.com/w/eng/convert/#keyfrom=dict2,v.转换，改变信仰
convey,[kənˈveɪ],[kənˈveɪ],https://dict.youdao.com/w/eng/convey/#keyfrom=dict2,v.运输，传达
conveyance,[kənˈveɪəns],[kənˈveɪəns],https://dict.youdao.com/w/eng/conveyance/#keyfrom=dict2,n.运送，传达
convict,[kənˈvɪkt],[kənˈvɪkt; ˈkɑnvɪkt],https://dict.youdao.com/w/eng/convict/#keyfrom=dict2,n.罪犯
conviction,[kənˈvɪkʃn],[kənˈvɪkʃn],https://dict.youdao.com/w/eng/conviction/#keyfrom=dict2,n.定罪，确信
convince,[kənˈvɪns],[kənˈvɪns],https://dict.youdao.com/w/eng/convince/#keyfrom=dict2,v.使确信，信服
convinced,[kənˈvɪnst],[kənˈvɪnst],https://dict.youdao.com/w/eng/convinced/#keyfrom=dict2,adj.信服的
cook,[kʊk],[kʊk],https://dict.youdao.com/w/eng/cook/#keyfrom=dict2,v.烹调，烧 n.厨师
cooker,[ˈkʊkə(r)],[ˈkʊkər],https://dict.youdao.com/w/eng/cooker/#keyfrom=dict2,n.厨具，厨灶
cool,[kuːl],[kuːl],https://dict.youdao.com/w/eng/cool/#keyfrom=dict2,adj.凉的，冷静的
coolness,[ˈkuːlnəs],[ˈkuːlnəs],https://dict.youdao.com/w/eng/coolness/#keyfrom=dict2,n.凉爽，冷淡
cooperate,[kəʊˈɒpəreɪt],[koʊˈɑːpəreɪt],https://dict.youdao.com/w/eng/cooperate/#keyfrom=dict2,v.合作，协作
cooperation,[kəʊˌɒpəˈreɪʃn],[koʊˌɑːpəˈreɪʃ(ə)n],https://dict.youdao.com/w/eng/cooperation/#keyfrom=dict2,n.合作，协作
cooperative,[kəʊˈɒpərətɪv],[koʊˈɑːpərətɪv],https://dict.youdao.com/w/eng/cooperative/#keyfrom=dict2,adj.合作的 n.合作社
coordinate,[kəʊˈɔːdɪneɪt],[koʊˈɔːrdɪneɪt],https://dict.youdao.com/w/eng/coordinate/#keyfrom=dict2,v.协调，配合
coordination,[kəʊˌɔːdɪˈneɪʃn],[koʊˌɔːrdɪˈneɪʃ(ə)n],https://dict.youdao.com/w/eng/coordination/#keyfrom=dict2,n.协调，配合
cope,[kəʊp],[koʊp],https://dict.youdao.com/w/eng/cope/#keyfrom=dict2,v.应付，对付
copper,[ˈkɒpə(r)],[ˈkɑːpər],https://dict.youdao.com/w/eng/copper/#keyfrom=dict2,n.铜
copy,[ˈkɒpi],[ˈkɑːpi],https://dict.youdao.com/w/eng/copy/#keyfrom=dict2,v.抄写，复制 n.副本
cord,[kɔːd],[kɔːrd],https://dict.youdao.com/w/eng/cord/#keyfrom=dict2,n.细绳，电线
cordial,[ˈkɔːdiəl],[ˈkɔːrdʒəl],https://dict.youdao.com/w/eng/cordial/#keyfrom=dict2,adj.诚恳的，亲切的
cordially,[ˈkɔːdiəli],[ˈkɔːrdʒəli],https://dict.youdao.com/w/eng/cordially/#keyfrom=dict2,adv.亲切地
core,[kɔː(r)],[kɔːr],https://dict.youdao.com/w/eng/core/#keyfrom=dict2,n.核，核心
cork,[kɔːk],[kɔːrk],https://dict.youdao.com/w/eng/cork/#keyfrom=dict2,n.软木塞
corn,[kɔːn],[kɔːrn],https://dict.youdao.com/w/eng/corn/#keyfrom=dict2,n.谷物，玉米
corner,[ˈkɔːnə(r)],[ˈkɔːrnər],https://dict.youdao.com/w/eng/corner/#keyfrom=dict2,n.角落，拐角
corporate,[ˈkɔːpərət],[ˈkɔːrpərət],https://dict.youdao.com/w/eng/corporate/#keyfrom=dict2,n.有限公司
corporation,[ˌkɔːpəˈreɪʃn],[ˌkɔːrpəˈreɪʃ(ə)n],https://dict.youdao.com/w/eng/corporation/#keyfrom=dict2,n.公司
correct,[kəˈrekt],[kəˈrekt],https://dict.youdao.com/w/eng/correct/#keyfrom=dict2,adj.正确的，恰当的
correction,[kəˈrekʃn],[kəˈrekʃn],https://dict.youdao.com/w/eng/correction/#keyfrom=dict2,n.修改，校正
correctly,[kəˈrektli],[kəˈrektli],https://dict.youdao.com/w/eng/correctly/#keyfrom=dict2,adv.正确地
correlate,[ˈkɒrələt],[ˈkɔːrələt],https://dict.youdao.com/w/eng/correlate/#keyfrom=dict2,v.相关，关联
correlation,[ˌkɒrəˈleɪʃ(ə)n],[ˌkɔːrəˈleɪʃ(ə)n],https://dict.youdao.com/w/eng/correlation/#keyfrom=dict2,n.相互关系
correspond,[ˌkɒrəˈspɒnd],[ˌkɔːrəˈspɑːnd],https://dict.youdao.com/w/eng/correspond/#keyfrom=dict2,v.符合，通信，相当于
correspondence,[ˌkɒrəˈspɒndəns],[ˌkɔːrəˈspɑːndəns],https://dict.youdao.com/w/eng/correspondence/#keyfrom=dict2,n.相应，通信
correspondent,[ˌkɒrəˈspɒndənt],[ˌkɔːrəˈspɑːndənt],https://dict.youdao.com/w/eng/correspondent/#keyfrom=dict2,adj.对应的 n.记者
corresponding,[ˌkɒrəˈspɒndɪŋ],[ˌkɔːrəˈspɑːndɪŋ],https://dict.youdao.com/w/eng/corresponding/#keyfrom=dict2,adj.相应的，通信的
corridor,[ˈkɒrɪdɔː(r)],[ˈkɔːrɪdɔːr],https://dict.youdao.com/w/eng/corridor/#keyfrom=dict2,n.走廓
corrode,[kəˈrəʊd],[kəˈroʊd],https://dict.youdao.com/w/eng/corrode/#keyfrom=dict2,v.腐蚀
corrosion,[kəˈrəʊʒ(ə)n],[kəˈroʊʒ(ə)n],https://dict.youdao.com/w/eng/corrosion/#keyfrom=dict2,n.腐蚀
corrupt,[kəˈrʌpt],[kəˈrʌpt],https://dict.youdao.com/w/eng/corrupt/#keyfrom=dict2,adj.腐败的，腐化的
corruption,[kəˈrʌpʃ(ə)n],[kəˈrʌpʃ(ə)n],https://dict.youdao.com/w/eng/corruption/#keyfrom=dict2,n.腐败，腐化
cosmetics,[kɒzˈmetɪks],[kɑːzˈmetɪks],https://dict.youdao.com/w/eng/cosmetics/#keyfrom=dict2,n.化妆品
cosmic,[ˈkɒzmɪk],[ˈkɑːzmɪk],https://dict.youdao.com/w/eng/cosmic/#keyfrom=dict2,adj.宇宙的
cosmopolitan,[ˌkɒzməˈpɒlɪtən],[ˌkɑːzməˈpɑːlɪtən],https://dict.youdao.com/w/eng/cosmopolitan/#keyfrom=dict2,n.大都市
cosmos,[ˈkɒzmɒs],[ˈkɑːzmoʊs],https://dict.youdao.com/w/eng/cosmos/#keyfrom=dict2,n.宇宙
cost,[kɒst],[kɔːst],https://dict.youdao.com/w/eng/cost/#keyfrom=dict2,n.成本，费用 v.花费
costly,[ˈkɒstli],[ˈkɔːstli],https://dict.youdao.com/w/eng/costly/#keyfrom=dict2,adj.昂贵的
cottage,[ˈkɒtɪdʒ],[ˈkɑːtɪdʒ],https://dict.youdao.com/w/eng/cottage/#keyfrom=dict2,n.村舍
cotton,[ˈkɒtn],[ˈkɑːt(ə)n],https://dict.youdao.com/w/eng/cotton/#keyfrom=dict2,n.棉花，棉布，棉纱
couch,[kaʊtʃ],[kaʊtʃ],https://dict.youdao.com/w/eng/couch/#keyfrom=dict2,n.躺椅
cough,[kɒf],[kɔːf],https://dict.youdao.com/w/eng/cough/#keyfrom=dict2,v. & n.咳嗽
council,[ˈkaʊns(ə)l],[ˈkaʊns(ə)l],https://dict.youdao.com/w/eng/council/#keyfrom=dict2,n.理事会，委员会
counsel,[ˈkaʊnsl],[ˈkaʊns(ə)l],https://dict.youdao.com/w/eng/counsel/#keyfrom=dict2,n.劝告，辩护律师
counsellor,[ˈkaʊnsələ(r)],[ˈkaʊnsələr],https://dict.youdao.com/w/eng/counsellor/#keyfrom=dict2,n.顾问
count,[kaʊnt],[kaʊnt],https://dict.youdao.com/w/eng/count/#keyfrom=dict2,v.计算，数，认为
countable,[ˈkaʊntəbl],[ˈkaʊntəbl],https://dict.youdao.com/w/eng/countable/#keyfrom=dict2,adj.可计算的
countenance,[ˈkaʊntənəns],[ˈkaʊntənəns],https://dict.youdao.com/w/eng/countenance/#keyfrom=dict2,n.容貌，支持
counter,[ˈkaʊntə(r)],[ˈkaʊntər],https://dict.youdao.com/w/eng/counter/#keyfrom=dict2,n.柜台 adj.相反的
counter-offer,,,https://dict.youdao.com/w/eng/counter-offer/#keyfrom=dict2,n.还价，还盘
countermand,[ˌkaʊntəˈmɑːnd],[ˈkaʊntərmænd],https://dict.youdao.com/w/eng/countermand/#keyfrom=dict2,v.撤回，取消
countermeasure,[ˈkaʊntəmeʒə(r)],[ˈkaʊntərmeʒər],https://dict.youdao.com/w/eng/countermeasure/#keyfrom=dict2,n.对策
counterpart,[ˈkaʊntəpɑːt],[ˈkaʊntərpɑːrt],https://dict.youdao.com/w/eng/counterpart/#keyfrom=dict2,n.同类的人或物
countersign,[ˈkaʊntəsaɪn],[ˈkaʊntərsaɪn],https://dict.youdao.com/w/eng/countersign/#keyfrom=dict2,v.副署，会签
countersignature,[ˈkaʊntəˌsɪɡnətʃə(r)],[ˌkaʊntərˈsɪɡnətʃər],https://dict.youdao.com/w/eng/countersignature/#keyfrom=dict2,n.副署，会签
countless,[ˈkaʊntləs],[ˈkaʊntləs],https://dict.youdao.com/w/eng/countless/#keyfrom=dict2,adj.无数的
country,[ˈkʌntri],[ˈkʌntri],https://dict.youdao.com/w/eng/country/#keyfrom=dict2,n.国家，乡间，故乡
countryside,[ˈkʌntrisaɪd],[ˈkʌntrisaɪd],https://dict.youdao.com/w/eng/countryside/#keyfrom=dict2,n.乡下
county,[ˈkaʊnti],[ˈkaʊnti],https://dict.youdao.com/w/eng/county/#keyfrom=dict2,n.县，郡
couple,[ˈkʌp(ə)l],[ˈkʌpl],https://dict.youdao.com/w/eng/couple/#keyfrom=dict2,n.一对，几个，夫妇
courage,[ˈkʌrɪdʒ],[ˈkɜːrɪdʒ],https://dict.youdao.com/w/eng/courage/#keyfrom=dict2,n.勇气，胆量
courageous,[kəˈreɪdʒəs],[kəˈreɪdʒəs],https://dict.youdao.com/w/eng/courageous/#keyfrom=dict2,adj.勇敢的
course,[kɔːs],[kɔːrs],https://dict.youdao.com/w/eng/course/#keyfrom=dict2,n.过程，路线，课程
court,[kɔːt],[kɔːrt],https://dict.youdao.com/w/eng/court/#keyfrom=dict2,n.法庭，宫廷，球场
courteous,[ˈkɜːtiəs],[ˈkɜːrtiəs],https://dict.youdao.com/w/eng/courteous/#keyfrom=dict2,adj.有礼貌的
courtesy,[ˈkɜːtəsi],[ˈkɜːrtəsi],https://dict.youdao.com/w/eng/courtesy/#keyfrom=dict2,n.礼貌，礼仪，好意
courtyard,[ˈkɔːtjɑːd],[ˈkɔːrtjɑːrd],https://dict.youdao.com/w/eng/courtyard/#keyfrom=dict2,n.院子
cousin,[ˈkʌzn],[ˈkʌzn],https://dict.youdao.com/w/eng/cousin/#keyfrom=dict2,n.堂(或表)兄弟姐妹
cover,[ˈkʌvə(r)],[ˈkʌvər],https://dict.youdao.com/w/eng/cover/#keyfrom=dict2,v.盖，掩盖 n.盖子
coverage,[ˈkʌvərɪdʒ],[ˈkʌvərɪdʒ],https://dict.youdao.com/w/eng/coverage/#keyfrom=dict2,n.覆盖率
covering,[ˈkʌvərɪŋ],[ˈkʌvərɪŋ],https://dict.youdao.com/w/eng/covering/#keyfrom=dict2,adj.包括的
cow,[kaʊ],[kaʊ],https://dict.youdao.com/w/eng/cow/#keyfrom=dict2,n.母牛，奶牛
coward,[ˈkaʊəd],[ˈkaʊərd],https://dict.youdao.com/w/eng/coward/#keyfrom=dict2,n.懦夫
cowardly,[ˈkaʊədli],[ˈkaʊərdli],https://dict.youdao.com/w/eng/cowardly/#keyfrom=dict2,adv.胆小地
crab,[kræb],[kræb],https://dict.youdao.com/w/eng/crab/#keyfrom=dict2,n.蟹
crack,[kræk],[kræk],https://dict.youdao.com/w/eng/crack/#keyfrom=dict2,v.使破裂 n.裂缝
cracker,[ˈkrækə(r)],[ˈkrækər],https://dict.youdao.com/w/eng/cracker/#keyfrom=dict2,n.苏打饼干，克力架
cradle,[ˈkreɪd(ə)l],[ˈkreɪd(ə)l],https://dict.youdao.com/w/eng/cradle/#keyfrom=dict2,n.摇篮，发源地
craft,[krɑːft],[kræft],https://dict.youdao.com/w/eng/craft/#keyfrom=dict2,n.工艺，手艺，飞机
craftsman,[ˈkrɑːftsmən],[ˈkræftsmən],https://dict.youdao.com/w/eng/craftsman/#keyfrom=dict2,n.手艺人
